,Collection,BrandLine,StyleCode,GridValue,Style,Region,Size,Color,Demand,Color_Base,Color_Finish,Is_Multicolor,OpticalOrSun,BrandName,Brand_Tier,Lookalike_ID,Date,Glasses,Sunglasses,Glasses_3m_avg,Sunglasses_3m_avg,Glasses_pct_change,Sunglasses_pct_change,Trend_acetate_frame_glasses,Trend_Calvin_Klein_frames,Trend_FSA_glasses,Trend_metal_frame_glasses,Trend_Lacoste_frames,Trend_Nike_frames,Shape,FrameType,Material,is_summer,is_holiday_season,is_insurance_reset,4m_demand
17307,KS,NIKE SUN,NIKE VALIANT FJ1996,6017010,NIKE VALIANT FJ1996/,EMEA,Unknown,,25.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2024-06-01,47,32,66.0,29.0,-2.13%,-9.38%,20,85,21,42,37,60,Square,Full,Plastic,1,0,0,65.0
17308,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017010,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,4.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2024-06-01,47,32,66.0,29.0,-2.13%,-9.38%,20,85,21,42,37,60,Rectangle,Full,Plastic,1,0,0,81.0
17309,KS,NIKE SUN,NIKE BRAZEN FURY E F,6017010,NIKE BRAZEN FURY E F,EMEA,Unknown,,19.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2275,2024-06-01,47,32,66.0,29.0,-2.13%,-9.38%,20,85,21,42,37,60,Rectangle,Full,Plastic,1,0,0,89.0
17310,KS,NIKE SUN,NIKE VALIANT FJ1996,6017010,NIKE VALIANT FJ1996/,EMEA,Unknown,,34.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2024-07-01,46,29,64.0,31.0,2.17%,-13.79%,0,80,18,39,70,62,Square,Full,Plastic,1,0,0,58.0
17311,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017010,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,8.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2024-07-01,46,29,64.0,31.0,2.17%,-13.79%,0,80,18,39,70,62,Rectangle,Full,Plastic,1,0,0,57.0
17316,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017011,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,7.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,33.0
17317,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017011,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,15.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,26.0
17318,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017011,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,3.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,30.0
17319,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017011,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,3.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,39.0
17320,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017011,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,12.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,36.0
17321,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017011,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,8.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,31.0
17322,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017011,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,7.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,28.0
17323,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017011,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,12.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,19.0
17328,KS,NIKE SUN,NIKE VALIANT FJ1996,6017012,NIKE VALIANT FJ1996/,EMEA,Unknown,,16.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Square,Full,Plastic,0,0,0,92.0
17329,KS,NIKE SUN,NIKE VALIANT FJ1996,6017012,NIKE VALIANT FJ1996/,EMEA,Unknown,,35.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Square,Full,Plastic,0,0,0,103.0
17330,KS,NIKE SUN,NIKE VALIANT FJ1996,6017012,NIKE VALIANT FJ1996/,EMEA,Unknown,,24.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Square,Full,Plastic,0,1,0,114.0
17331,KS,NIKE SUN,NIKE VALIANT FJ1996,6017012,NIKE VALIANT FJ1996/,EMEA,Unknown,,10.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Square,Full,Plastic,0,1,0,159.0
17332,KS,NIKE SUN,NIKE VALIANT FJ1996,6017012,NIKE VALIANT FJ1996/,EMEA,Unknown,,23.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Square,Full,Plastic,0,0,1,191.0
17333,KS,NIKE SUN,NIKE VALIANT FJ1996,6017012,NIKE VALIANT FJ1996/,EMEA,Unknown,,46.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Square,Full,Plastic,0,0,0,166.0
17334,KS,NIKE SUN,NIKE VALIANT FJ1996,6017012,NIKE VALIANT FJ1996/,EMEA,Unknown,,35.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Square,Full,Plastic,0,0,0,153.0
17335,KS,NIKE SUN,NIKE VALIANT FJ1996,6017012,NIKE VALIANT FJ1996/,EMEA,Unknown,,55.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Square,Full,Plastic,0,0,0,123.0
17340,KS,NIKE SUN,NIKE VALIANT M FJ199,6017016,NIKE VALIANT M FJ199,EMEA,Unknown,,21.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1998,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Square,Full,Plastic,0,0,0,82.0
17341,KS,NIKE SUN,NIKE VALIANT M FJ199,6017016,NIKE VALIANT M FJ199,EMEA,Unknown,,17.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1998,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Square,Full,Plastic,0,0,0,128.0
17342,KS,NIKE SUN,NIKE VALIANT M FJ199,6017016,NIKE VALIANT M FJ199,EMEA,Unknown,,19.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1998,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Square,Full,Plastic,0,1,0,162.0
17343,KS,NIKE SUN,NIKE VALIANT M FJ199,6017016,NIKE VALIANT M FJ199,EMEA,Unknown,,10.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1998,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Square,Full,Plastic,0,1,0,199.0
17344,KS,NIKE SUN,NIKE VALIANT M FJ199,6017016,NIKE VALIANT M FJ199,EMEA,Unknown,,36.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1998,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Square,Full,Plastic,0,0,1,200.0
17345,KS,NIKE SUN,NIKE VALIANT M FJ199,6017016,NIKE VALIANT M FJ199,EMEA,Unknown,,63.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1998,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Square,Full,Plastic,0,0,0,163.0
17346,KS,NIKE SUN,NIKE VALIANT M FJ199,6017016,NIKE VALIANT M FJ199,EMEA,Unknown,,53.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1998,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Square,Full,Plastic,0,0,0,133.0
17347,KS,NIKE SUN,NIKE VALIANT M FJ199,6017016,NIKE VALIANT M FJ199,EMEA,Unknown,,47.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1998,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Square,Full,Plastic,0,0,0,103.0
17352,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017021,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,7.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,69.0
17353,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017021,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,22.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,81.0
17354,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017021,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,12.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,102.0
17355,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017021,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,6.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,122.0
17356,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017021,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,29.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,111.0
17357,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017021,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,34.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,90.0
17358,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017021,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,33.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,74.0
17359,KS,NIKE SUN,NIKE BRAZEN FURY  FJ,6017021,NIKE BRAZEN FURY  FJ,EMEA,Unknown,,26.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2259,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,56.0
17364,KS,NIKE SUN,NIKE VALIANT FJ1996,6017060,NIKE VALIANT FJ1996/,EMEA,Unknown,,12.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Square,Full,Plastic,0,0,0,117.0
17365,KS,NIKE SUN,NIKE VALIANT FJ1996,6017060,NIKE VALIANT FJ1996/,EMEA,Unknown,,34.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Square,Full,Plastic,0,0,0,130.0
17366,KS,NIKE SUN,NIKE VALIANT FJ1996,6017060,NIKE VALIANT FJ1996/,EMEA,Unknown,,21.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Square,Full,Plastic,0,1,0,163.0
17367,KS,NIKE SUN,NIKE VALIANT FJ1996,6017060,NIKE VALIANT FJ1996/,EMEA,Unknown,,16.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Square,Full,Plastic,0,1,0,193.0
17368,KS,NIKE SUN,NIKE VALIANT FJ1996,6017060,NIKE VALIANT FJ1996/,EMEA,Unknown,,46.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Square,Full,Plastic,0,0,1,173.0
17369,KS,NIKE SUN,NIKE VALIANT FJ1996,6017060,NIKE VALIANT FJ1996/,EMEA,Unknown,,47.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Square,Full,Plastic,0,0,0,161.0
17370,KS,NIKE SUN,NIKE VALIANT FJ1996,6017060,NIKE VALIANT FJ1996/,EMEA,Unknown,,54.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Square,Full,Plastic,0,0,0,131.0
17371,KS,NIKE SUN,NIKE VALIANT FJ1996,6017060,NIKE VALIANT FJ1996/,EMEA,Unknown,,46.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ1996,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Square,Full,Plastic,0,0,0,99.0
17376,KS,NIKE SUN,NIKE BRAZEN FURY M F,6017410,NIKE BRAZEN FURY M F,EMEA,Unknown,,9.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2264,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,26.0
17377,KS,NIKE SUN,NIKE BRAZEN FURY M F,6017410,NIKE BRAZEN FURY M F,EMEA,Unknown,,12.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2264,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,25.0
17378,KS,NIKE SUN,NIKE BRAZEN FURY M F,6017410,NIKE BRAZEN FURY M F,EMEA,Unknown,,3.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2264,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,29.0
17379,KS,NIKE SUN,NIKE BRAZEN FURY M F,6017410,NIKE BRAZEN FURY M F,EMEA,Unknown,,5.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2264,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,38.0
17380,KS,NIKE SUN,NIKE BRAZEN FURY M F,6017410,NIKE BRAZEN FURY M F,EMEA,Unknown,,6.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2264,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,35.0
17381,KS,NIKE SUN,NIKE BRAZEN FURY M F,6017410,NIKE BRAZEN FURY M F,EMEA,Unknown,,11.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2264,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,35.0
17382,KS,NIKE SUN,NIKE BRAZEN FURY M F,6017410,NIKE BRAZEN FURY M F,EMEA,Unknown,,7.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2264,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,38.0
17383,KS,NIKE SUN,NIKE BRAZEN FURY M F,6017410,NIKE BRAZEN FURY M F,EMEA,Unknown,,14.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFJ2264,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,28.0
17388,KS,NIKE SUN,NIKE RABID 22 E DV21,6214010,NIKE RABID 22 E DV21,EMEA,Unknown,,36.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2152,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,104.0
17389,KS,NIKE SUN,NIKE RABID 22 M DV21,6214010,NIKE RABID 22 M DV21,EMEA,Unknown,,9.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2153,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,151.0
17390,KS,NIKE SUN,NIKE RABID 22 DV2371,6214010,NIKE RABID 22 DV2371,EMEA,Unknown,,28.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2371,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,149.0
17391,KS,NIKE SUN,NIKE RABID 22 E DV21,6214010,NIKE RABID 22 E DV21,EMEA,Unknown,,53.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2152,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,110.0
17392,KS,NIKE SUN,NIKE RABID 22 M DV21,6214010,NIKE RABID 22 M DV21,EMEA,Unknown,,14.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2153,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,125.0
17393,KS,NIKE SUN,NIKE RABID 22 DV2371,6214010,NIKE RABID 22 DV2371,EMEA,Unknown,,56.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2371,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,78.0
17394,KS,NIKE SUN,NIKE RABID 22 E DV21,6214010,NIKE RABID 22 E DV21,EMEA,Unknown,,26.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2152,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,59.0
17395,KS,NIKE SUN,NIKE RABID 22 M DV21,6214010,NIKE RABID 22 M DV21,EMEA,Unknown,,14.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2153,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,63.0
17396,KS,NIKE SUN,NIKE RABID 22 DV2371,6214010,NIKE RABID 22 DV2371,EMEA,Unknown,,29.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2371,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,72.0
17397,KS,NIKE SUN,NIKE RABID 22 E DV21,6214010,NIKE RABID 22 E DV21,EMEA,Unknown,,9.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2152,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,83.0
17398,KS,NIKE SUN,NIKE RABID 22 M DV21,6214010,NIKE RABID 22 M DV21,EMEA,Unknown,,7.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2153,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,128.0
17399,KS,NIKE SUN,NIKE RABID 22 DV2371,6214010,NIKE RABID 22 DV2371,EMEA,Unknown,,18.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2371,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,170.0
17400,KS,NIKE SUN,NIKE RABID 22 E DV21,6214010,NIKE RABID 22 E DV21,EMEA,Unknown,,38.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2152,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,154.0
17401,KS,NIKE SUN,NIKE RABID 22 M DV21,6214010,NIKE RABID 22 M DV21,EMEA,Unknown,,20.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2153,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,211.0
17402,KS,NIKE SUN,NIKE RABID 22 DV2371,6214010,NIKE RABID 22 DV2371,EMEA,Unknown,,52.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2371,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,206.0
17403,KS,NIKE SUN,NIKE RABID 22 E DV21,6214010,NIKE RABID 22 E DV21,EMEA,Unknown,,60.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2152,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,157.0
17404,KS,NIKE SUN,NIKE RABID 22 M DV21,6214010,NIKE RABID 22 M DV21,EMEA,Unknown,,22.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2153,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,198.0
17405,KS,NIKE SUN,NIKE RABID 22 DV2371,6214010,NIKE RABID 22 DV2371,EMEA,Unknown,,77.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2371,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,168.0
17406,KS,NIKE SUN,NIKE RABID 22 E DV21,6214010,NIKE RABID 22 E DV21,EMEA,Unknown,,47.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2152,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,135.0
17407,KS,NIKE SUN,NIKE RABID 22 M DV21,6214010,NIKE RABID 22 M DV21,EMEA,Unknown,,11.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2153,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,184.0
17408,KS,NIKE SUN,NIKE RABID 22 DV2371,6214010,NIKE RABID 22 DV2371,EMEA,Unknown,,63.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2371,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,166.0
17409,KS,NIKE SUN,NIKE RABID 22 E DV21,6214010,NIKE RABID 22 E DV21,EMEA,Unknown,,47.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2152,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,132.0
17410,KS,NIKE SUN,NIKE RABID 22 M DV21,6214010,NIKE RABID 22 M DV21,EMEA,Unknown,,14.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2153,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,159.0
17411,KS,NIKE SUN,NIKE RABID 22 DV2371,6214010,NIKE RABID 22 DV2371,EMEA,Unknown,,60.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2371,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,140.0
17412,KS,NIKE SUN,NIKE RABID 22 E DV21,6214010,NIKE RABID 22 E DV21,EMEA,Unknown,,45.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2152,2024-05-01,45,30,67.0,25.0,4.44%,6.67%,18,70,18,41,48,57,Rectangle,Full,Plastic,0,0,0,117.0
17413,KS,NIKE SUN,NIKE RABID 22 M DV21,6214010,NIKE RABID 22 M DV21,EMEA,Unknown,,13.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKDV2153,2024-05-01,45,30,67.0,25.0,4.44%,6.67%,18,70,18,41,48,57,Rectangle,Full,Plastic,0,0,0,170.0
